system	type	sample	genome_id	host_genome_id	subtype	gene_count	genes	contig	start	end	evidence_source	notes
13_length=163476_depth=0.96x_Septu_9	Septu	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	Septu	2	13_length=163476_depth=0.96x_8,13_length=163476_depth=0.96x_9	13_length=163476_depth=0.96x	13_length=163476_depth=0.96x_8	13_length=163476_depth=0.96x_9	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
5_length=315050_depth=1.12x_AbiE_9	AbiE	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	AbiE	2	5_length=315050_depth=1.12x_91,5_length=315050_depth=1.12x_92	5_length=315050_depth=1.12x	5_length=315050_depth=1.12x_91	5_length=315050_depth=1.12x_92	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
34_length=17037_depth=1.10x_CoCoNut_I-C_4	CoCoNut	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	CoCoNut_I-C	2	34_length=17037_depth=1.10x_11,34_length=17037_depth=1.10x_12	34_length=17037_depth=1.10x	34_length=17037_depth=1.10x_11	34_length=17037_depth=1.10x_12	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
2_length=443903_depth=0.91x_DS-1_1	DS-1	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	DS-1	2	2_length=443903_depth=0.91x_380,2_length=443903_depth=0.91x_381	2_length=443903_depth=0.91x	2_length=443903_depth=0.91x_380	2_length=443903_depth=0.91x_381	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
26_length=38473_depth=1.11x_Druantia_III_6	Druantia	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	Druantia_III	2	26_length=38473_depth=1.11x_25,26_length=38473_depth=1.11x_26	26_length=38473_depth=1.11x	26_length=38473_depth=1.11x_25	26_length=38473_depth=1.11x_26	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
34_length=17037_depth=1.10x_GmrSD_RM_Type_IV_11	GmrSD_RM_Type_IV	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	GmrSD_RM_Type_IV	1	34_length=17037_depth=1.10x_12	34_length=17037_depth=1.10x	34_length=17037_depth=1.10x_12	34_length=17037_depth=1.10x_12	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
34_length=17037_depth=1.10x_GmrSD_RM_Type_IV_11	GmrSD_RM_Type_IV	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	GmrSD_RM_Type_IV	1	34_length=17037_depth=1.10x_12	34_length=17037_depth=1.10x	34_length=17037_depth=1.10x_12	34_length=17037_depth=1.10x_12	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
4_length=393859_depth=1.01x_Lamassu_Cap4_3	Lamassu-Fam	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	Lamassu_Cap4	2	4_length=393859_depth=1.01x_353,4_length=393859_depth=1.01x_354	4_length=393859_depth=1.01x	4_length=393859_depth=1.01x_353	4_length=393859_depth=1.01x_354	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
54_length=1612_depth=1.15x_Mok_Hok_Sok_8	Mok_Hok_Sok	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	Mok_Hok_Sok	1	54_length=1612_depth=1.15x_1	54_length=1612_depth=1.15x	54_length=1612_depth=1.15x_1	54_length=1612_depth=1.15x_1	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
26_length=38473_depth=1.11x_Other_Type_IV_7	Other_Type_IV	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	Other_Type_IV	1	26_length=38473_depth=1.11x_5	26_length=38473_depth=1.11x	26_length=38473_depth=1.11x_5	26_length=38473_depth=1.11x_5	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
12_length=150790_depth=0.93x_PD-T4-3_5	PD-T4-3	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	PD-T4-3	1	12_length=150790_depth=0.93x_60	12_length=150790_depth=0.93x	12_length=150790_depth=0.93x_60	12_length=150790_depth=0.93x_60	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
26_length=38473_depth=1.11x_N6_RM_Type_I_10	RM_Type_I	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	N6_RM_Type_I	3	26_length=38473_depth=1.11x_27,26_length=38473_depth=1.11x_28,26_length=38473_depth=1.11x_29	26_length=38473_depth=1.11x	26_length=38473_depth=1.11x_27	26_length=38473_depth=1.11x_29	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
42_length=6635_depth=1.13x_TgvAB_2	TgvAB	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	phagehostlearn_2024_host_KP_HGE01_004	TgvAB	2	42_length=6635_depth=1.13x_5,42_length=6635_depth=1.13x_6	42_length=6635_depth=1.13x	42_length=6635_depth=1.13x_5	42_length=6635_depth=1.13x_6	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
7_length=309777_depth=1.04x_AbiE_13	AbiE	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	AbiE	2	7_length=309777_depth=1.04x_191,7_length=309777_depth=1.04x_192	7_length=309777_depth=1.04x	7_length=309777_depth=1.04x_191	7_length=309777_depth=1.04x_192	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
14_length=102242_depth=1.07x_DRT10_1	DRT	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	DRT10	1	14_length=102242_depth=1.07x_59	14_length=102242_depth=1.07x	14_length=102242_depth=1.07x_59	14_length=102242_depth=1.07x_59	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
16_length=96625_depth=0.96x_Hachiman_4	Hachiman	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	Hachiman	2	16_length=96625_depth=0.96x_40,16_length=96625_depth=0.96x_41	16_length=96625_depth=0.96x	16_length=96625_depth=0.96x_40	16_length=96625_depth=0.96x_41	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
35_length=14228_depth=1.09x_Lamassu_Cap4_2	Lamassu-Fam	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	Lamassu_Cap4	2	35_length=14228_depth=1.09x_10,35_length=14228_depth=1.09x_11	35_length=14228_depth=1.09x	35_length=14228_depth=1.09x_10	35_length=14228_depth=1.09x_11	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
22_length=47169_depth=1.01x_McrBC_14	McrBC	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	McrBC	2	22_length=47169_depth=1.01x_39,22_length=47169_depth=1.01x_40	22_length=47169_depth=1.01x	22_length=47169_depth=1.01x_39	22_length=47169_depth=1.01x_40	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
41_length=7020_depth=1.01x_Other_Type_IV_8	Other_Type_IV	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	Other_Type_IV	1	41_length=7020_depth=1.01x_5	41_length=7020_depth=1.01x	41_length=7020_depth=1.01x_5	41_length=7020_depth=1.01x_5	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
2_length=467239_depth=0.94x_PD-T4-3_7	PD-T4-3	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	PD-T4-3	1	2_length=467239_depth=0.94x_101	2_length=467239_depth=0.94x	2_length=467239_depth=0.94x_101	2_length=467239_depth=0.94x_101	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
11_length=224279_depth=0.93x_PhiEpX1_Gp15_9	PhiEpX1_Gp15	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	PhiEpX1_Gp15	1	11_length=224279_depth=0.93x_23	11_length=224279_depth=0.93x	11_length=224279_depth=0.93x_23	11_length=224279_depth=0.93x_23	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
4_length=368811_depth=1.03x_N6_RM_Type_I_15	RM_Type_I	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	N6_RM_Type_I	3	4_length=368811_depth=1.03x_14,4_length=368811_depth=1.03x_15,4_length=368811_depth=1.03x_16	4_length=368811_depth=1.03x	4_length=368811_depth=1.03x_14	4_length=368811_depth=1.03x_16	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
16_length=96625_depth=0.96x_Retron_I_A_6	Retron	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	Retron_I_A	3	16_length=96625_depth=0.96x_32,16_length=96625_depth=0.96x_33,16_length=96625_depth=0.96x_34	16_length=96625_depth=0.96x	16_length=96625_depth=0.96x_32	16_length=96625_depth=0.96x_34	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
39_length=11512_depth=0.98x_Rhea_11	Rhea	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	Rhea	1	39_length=11512_depth=0.98x_3	39_length=11512_depth=0.98x	39_length=11512_depth=0.98x_3	39_length=11512_depth=0.98x_3	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
39_length=11512_depth=0.98x_SDIC3_12	SDIC3	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	SDIC3	3	39_length=11512_depth=0.98x_12,39_length=11512_depth=0.98x_13,39_length=11512_depth=0.98x_14	39_length=11512_depth=0.98x	39_length=11512_depth=0.98x_12	39_length=11512_depth=0.98x_14	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
35_length=14228_depth=1.09x_Shango_3	Shango	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	Shango	3	35_length=14228_depth=1.09x_1,35_length=14228_depth=1.09x_2,35_length=14228_depth=1.09x_3	35_length=14228_depth=1.09x	35_length=14228_depth=1.09x_1	35_length=14228_depth=1.09x_3	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
44_length=5889_depth=0.82x_Toga_10	Toga	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	phagehostlearn_2024_host_KP_HGE01_005	Toga	1	44_length=5889_depth=0.82x_6	44_length=5889_depth=0.82x	44_length=5889_depth=0.82x_6	44_length=5889_depth=0.82x_6	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
25_length=68161_depth=1.38x_AbiE_7	AbiE	phagehostlearn_2024_host_KP_HGE01_014	phagehostlearn_2024_host_KP_HGE01_014	phagehostlearn_2024_host_KP_HGE01_014	AbiE	2	25_length=68161_depth=1.38x_25,25_length=68161_depth=1.38x_26	25_length=68161_depth=1.38x	25_length=68161_depth=1.38x_25	25_length=68161_depth=1.38x_26	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
